id,company,url,location,positionName,salary,description
96,Applogiq,https://www.indeed.co.in/rc/clk?jk=60105cb2e274df44&from=jasx&tk=1hddkton72do5000&vjs=3,"Coimbatore, Tamil Nadu",Senior Backend Developer,"Up to ₹11,00,000 a year","Job Description :
Experience – 5 years - 7 years
Location – Coimbatore and Tiruppur
Requirements:

 Maximum 5 + years of experience in Back end development
 Solid experience in full stack development with C#, .NET, JavaScript. Python would be a plus.
 Strong knowledge of website optimization techniques and best practices.
 Strong knowledge of MySQL
 Experience working with AWS, RDS, and/or other cloud technologies.
 Familiarity with Agile methodologies and full life cycle software development.
 Experience with Web3 tooling, such as Truffle and Hardhat, and programming in Solidity is a definite plus.
 Knowledge of blockchain networks, particularly EVM-based networks, is a definite plus.
 Excellent communication skills, with the ability to advocate for the best solutions and collaborate effectively with cross-functional teams.
 Comfortable working remotely as part of a high-velocity distributed team.
 Strong problem-solving skills and ability to work in a complex and ambiguous environment

Speak with Employer
+91 96296 67621
seetha.c@applogiq.org
Job Types: Permanent, Full-time
Salary: Up to ₹1,100,000.00 per year
Benefits:

 Health insurance

Schedule:

 Day shift

Experience:

 Python: 3 years (Preferred)
 C#: 2 years (Preferred)

Speak with the employer+91 96296 67621"
97,Healboxx,https://www.indeed.co.in/rc/clk?jk=d3eff262f43af8ab&from=jasx&tk=1hddkton72do5000&vjs=3,"Rs Puram, Coimbatore, Tamil Nadu",Mobile Application Developer,"From ₹18,000 a month","we are looking forward to hire Mobile app developer
Location - Rs puram Coimbatore
Experiance - 2 to 5 years
Timing- 10am - 6pm
Job Description:

 Good Knowledge on Coding (using JavaScript or HTML jQuery or Angular or Vue, C or C++)
 Program a server ( using PHP, ASP, Python, sql, or Node)
 Must have 2 years of working experience

Job Type: Full-time
Salary: From ₹18,000.00 per month
Schedule:

 Day shift

Supplemental pay types:

 Performance bonus
 Shift allowance

Education:

 Bachelor's (Preferred)

Experience:

 total work: 2 years (Required)

Ability to Commute:

 Rs puram, Coimbatore, Tamil Nadu (Preferred)

Speak with the employer+91 7200045559"
98,Sense7ai,https://www.indeed.co.in/rc/clk?jk=02e9ab8633cce9e3&from=jasx&tk=1hddkton72do5000&vjs=3,"Coimbatore, Tamil Nadu",Full Stack Engineer/Developer,"₹8,00,000 - ₹12,00,000 a year","About
At Sense7ai, we rely on our dynamic team of engineers to solve the many challenges and puzzles that come with our rapidly evolving technical stack. We’re seeking a full-stack engineer who is ready to work with new technologies and architectures in a forward-thinking organization that’s always pushing boundaries. Here, you will take complete, end-to-end ownership of projects across the entire stack. Our ideal candidate has experience building products across the stack and a firm understanding of web frameworks, APIs, databases, and various back-end languages. You’ll be joining a small team working at the forefront of new technology, solving the challenges that impact both the front-end and back-end architecture, and ultimately, delivering amazing global user experiences.
Location: Coimbatore
Experience: 3 to 5 Years
Objectives of this Role

 Work across the full stack, building highly scalable distributed solutions that enable positive user experiences and measurable business growth
 Develop new features and infrastructure development in support of rapidly emerging business and project requirements
 Assume leadership of new projects from conceptualization to deployment
 Ensure application performance, uptime, and scale, maintaining high standards of code quality and thoughtful application design
 Work with agile development methodologies, adhering to best practices and pursuing continued learning opportunities
 Work in public cloud-based architecture primarily in AWS.

Responsibilities

 As a Full-Stack Engineer, you will be a crucial part of delivering new and innovative technology solutions.
 Participate in all aspects of agile software development including design, implementation, and deployment.
 Architect & develop production-quality code and provide guidance on building end-to-end systems optimized for speed and scale
 Work in React, Typescript, JavaScript, Python, Django, and MySQL. Knowledgeable to work in NoSQL databases.
 Engage and collaborate with our designer, front-end engineer, back-end and AWS cloud engineer, and QA as we create reliable APIs
 Collaborate across time zones via Microsoft Teams.

Required Skills and Qualifications

 3 to 5 years of experience building large-scale software applications
 The ability to write performant and optimized code for external-facing software products (SaaS) and other web applications.
 Developed and deployed production quality code in tech stacks - React + Redux, JavaScript/Typescript, Node.js, Python, Django, MySQL/NoSQL
 Prior experience partnering and collaborating with other engineers, product and design
 Prior experience working at a high growth startup
 Experience designing and integrating RESTful APIs,
 Thorough knowledge and experience implementing application deployment in AWS cloud or other public clouds.
 Excellent debugging, optimization, and troubleshooting skills
 Unit/integration testing experience

Preferred Qualifications

 Self Interest in learning new tools/libraries, languages, workflows, and philosophies to solve problems or introduce new features.

Skills:
React, Node.js, Python, Django, Typescript, Javascript, Nosql, Mysql, Aws
Job Type: Full-time
Salary: ₹800,000.00 - ₹1,200,000.00 per year
Schedule:

 Morning shift

Ability to commute/relocate:

 Coimbatore - 641048, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 REACT: 2 years (Required)
 total work: 3 years (Required)
 JavaScript: 2 years (Required)"
99,Dotcod Innovation Private Limited,https://www.indeed.co.in/rc/clk?jk=7818fa38916d1bd4&from=jasx&tk=1hddkton72do5000&vjs=3,"Coimbatore, Tamil Nadu",Full stack Developer (React.js & Node.js),"₹3,00,000 - ₹6,00,000 a year","Experience : 2 - 4 yrs
Skills : React.js, Node.js, SQL, MongoDB

 Minimum of 2 years of professional experience in full-stack development.
 Understanding of front-end frameworks, with a primary emphasis on React Js.
 Knowledge of other libraries or frameworks such as Bootstrap, jQuery, or Vue.js i beneficial.
 Expertise in building RESTful APIs, integrating third-party APIs, and working with
 databases such as PostgreSQL, MongoDB or AWS DynamoDB.
 Familiarity with backend frameworks and libraries, notably Nest Js and Node.
 Experience deploying and managing applications using AWS Lambda and related
 serverless tools.
 Experience with microservices architecture and related technologies, with a focus on
 Serverless Architecture and Docker.
 Proficiency in AWS Cloud Services. Familiarity with other cloud platforms like Azure or Google Cloud is a plus.

Responsibilities:

 Design, develop, and maintain robust and scalable Java and Python based applications using best practices and industry standards.
 Collaborate with product managers, business analysts, and other stakeholders to gather requirements and translate them into technical specifications.
 Participate in architectural and technical discussions, providing valuable insights and
 recommendations for system improvements.
 Conduct code reviews and provide constructive feedback to peers, ensuring code
 quality and adherence to coding standards.
 Perform unit testing, debugging, and troubleshooting to identify and resolve software
 defects and performance bottlenecks.
 Experience to lead and mentor other developers.

Job Type: Full-time
Salary: ₹300,000.00 - ₹600,000.00 per year
Benefits:

 Health insurance

Schedule:

 Morning shift

Supplemental pay types:

 Performance bonus

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 React.js: 2 years (Preferred)
 Node.js: 2 years (Preferred)
 MongoDB: 2 years (Preferred)"
100,iamneo.ai,https://www.indeed.co.in/rc/clk?jk=fd0fa0658c1a00a6&from=jasx&tk=1hddkton72do5000&vjs=3,"Coimbatore, Tamil Nadu",Technical Lead,,"Job Title: Technical Lead
Experience: 4+ Years
Location: Coimbatore
About iamneo.ai
In the year 2016, we started out as a small team of 5 members incubated from PSG STEP to shape the future of learning and assessment. We are now a growing Enterprise EdTech startup of 200+ passionate NEOs based out of Coimbatore offering 5 products to universities, corporates, and students across India, setting benchmarks in the learning and assessment process. Our recent achievement includes the Rising Start-Up award received from our Honourable Union Finance Minister, Smt. Nirmala Sitharaman organised by the Startup Academy.
Our community is known for its futuristic vision, quality of work, steadfast loyalty, and unwavering commitment. If you are looking for a place to leave an impact, start your journey with iamneo.
Job Description:
As a Technical Lead you will play a pivotal role in designing, developing, and maintaining our web applications. You will have the opportunity to work with a talented team of developers and take the lead on exciting projects. Your expertise in HTML, CSS, JavaScript, Angular, Node.js, and cloud platforms will be essential in delivering high-quality solutions.
Key Responsibilities:
Frontend Development:

 Utilize your expertise in HTML, CSS, and JavaScript to create responsive and visually appealing user interfaces.
 Work with Angular to build and maintain frontend components, ensuring seamless user experiences.

Backend Development:

 Develop robust server-side applications using Node.js.
 Design and implement RESTful APIs to facilitate data exchange between the frontend and backend.

Cloud Integration:

 Leverage your 1+ year of experience in cloud platforms, particularly AWS, to deploy and manage web applications in a scalable and efficient manner.

Database Management:

 Utilize MySQL to design, optimize, and maintain relational databases to support application functionality.

Programming Languages:

 Apply your basic knowledge of Java, Python, and Mean or Mern stack as needed to enhance application features and functionality.

Software Development:

 Draw upon your 5+ years of experience in software development to lead and contribute to the entire software development lifecycle.

Team and Project Leadership:

 Take the lead in project planning, execution, and delivery.
 Mentor and guide junior team members, fostering a collaborative and productive work environment.

Qualifications:

 Bachelor's degree in Computer Science, Engineering, or a related field.
 Proven track record of at least 5+ years in software development.
 Strong expertise in HTML, CSS, JavaScript, Angular, and Node.js.
 Proficiency in any cloud knowledge
 Experience with MySQL database design and management.
 Basic knowledge of Java, Python, and Mean or Mern stack.
 Excellent problem-solving and communication skills.
 Ability to lead projects and work effectively in a team.
 Perks
 Flexible work timings and no leave policy - We don't go behind timelines, we work for better product at flexible working hours.
 No hierarchy - Everyone has open access to anyone in the team.
 Medical insurance - We got you covered. We provide insurance for you and your family members.
 5 days a week - Take time off to revitalise.

Job Type: Full-time
Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Preferred)

Experience:

 Overall: 4 years (Preferred)"
101,OM SAI'S Enterprises,https://www.indeed.co.in/rc/clk?jk=042edcadd9d15845&from=jasx&tk=1hddkton72do5000&vjs=3,"Coimbatore, Tamil Nadu",Python Developer,"₹10,000 - ₹20,000 a month","Roles and responsibilities:
1.Writing and testing code, debugging programs, integrating applications with web services.
2.Knowledge of CRM using Python.
2.Working on the projects as per company’s requirement both internally and externally.
Salary: As per industry standards.Job Title: Python Developer
Company Info: ASN Trades
ASN Trades is a startup located in Coimbatore. We are involved in the business entity of Web Development, Android Development, Software testing along with embedded and loT applications development. We also provide Digital Marketing services for business promotion to clients and their customers across India.
Profile Info :
·ASN Trades is seeking for a Python developer to join our team in Coimbatore, who is responsible for working with Django framework.
Education: BE/B.Tech., /MCA/MSc
Experience: (6 months -1 year)
Skills required:
1. Strong proficiency in Python programming, MySQL, HTML 5, CSS 3, JavaScript.
2. Experience with Python framework Django[mandatory]
Rounds of Interview:
1.Technical machine test
2.FtoF interview round.
Number of positions: 1
Notice period: Immediate joiners
Last date to apply: 10th October 2023
Location: Coimbatore (New Siddhapudur, Gandhipuram)
Interested candidates can apply to: statusviewinfo@gmail.com
Job Type: Full-time
Salary: Up to ₹19,000.00 per month
Schedule:Day shift
Education:Diploma (Preferred)
Experience:Python: 1 year (Preferred)
Job Type: Full-time
Salary: ₹10,000.00 - ₹20,000.00 per month
Benefits:

 Flexible schedule
 Leave encashment

Schedule:

 Day shift

Supplemental pay types:

 Yearly bonus

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Required)

Experience:

 Python: 1 year (Required)

Speak with the employer+91 8220599903"
102,Winfomi Technologies LLP,https://www.indeed.co.in/rc/clk?jk=de575d2e43fac44c&from=jasx&tk=1hddkton72do5000&vjs=3,"Coimbatore, Tamil Nadu",Salesforce Integration Trained Fresher - Onsite Tamil Nadu,"₹2,50,000 - ₹3,50,000 a year","Winfomi is a leading provider of innovative and high-quality solutions using Salesforce and related technologies. With a track record dating back to 2016, Winfomi has been instrumental in helping clients worldwide harness the power of Salesforce, earning a loyal customer base through his expertise in solutioning, implementation, and exceptional customer handling. As Winfomi's client portfolio grew, he expanded his team of skilled developers with a strong emphasis on delivering innovative solutions and ensuring exceptional customer experiences. We are looking for a motivated and talented individual to join our team as a Junior Salesforce Integration Developer Trainee.
Responsibilities:

 Collaborate with cross-functional teams to understand business requirements for system integrations.
 Assist in designing, developing, testing, and deploying Salesforce integrations using various tools and technologies.
 Work with APIs to connect Salesforce with external systems and third-party applications.
 Troubleshoot and resolve integration issues, ensuring data accuracy and system efficiency.
 Collaborate with senior developers to implement best practices in Salesforce integration development.

Requirements:

 Completed training in Salesforce integration concepts and tools.
 Knowledge of RESTful and SOAP APIs.
 Understanding of data mapping and transformation.
 Familiarity with tools like MuleSoft, Boomi, or similar integration platforms.
 Strong problem-solving and analytical skills.
 Excellent communication and teamwork abilities.

Preferred Skills:

 Salesforce certification in Integration Architecture.
 Experience with other programming languages (e.g., Java, Python).
 Familiarity with version control systems (e.g., Git).
 Knowledge of enterprise integration patterns.
 Passion for staying updated on emerging trends in integration technologies.

Job Types: Permanent, Full-time, Fresher
Salary: ₹250,000.00 - ₹350,000.00 per year
Benefits:

 Paid time off
 Provident Fund
 Work from home

Schedule:

 Day shift
 Monday to Friday
 Morning shift

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

License/Certification:

 Salesforce Certification (Required)

Speak with the employer+91 9344501248"
103,Ciya Technologies,https://www.indeed.co.in/rc/clk?jk=b634ac4bdf59e195&from=jasx&tk=1hddkton72do5000&vjs=3,"Coimbatore, Tamil Nadu",Python Developer,"₹15,000 - ₹40,000 a month","Responsibilities

 Write effective, scalable code
 Develop back-end components to improve responsiveness and overall performance
 Integrate user-facing elements into applications
 Test and debug programs
 Improve functionality of existing systems
 Implement security and data protection solutions
 Assess and prioritize feature requests
 Coordinate with internal teams to understand user requirements and provide technical solutions

Requirements and skills

 Work experience as a Python Developer
 Expertise in at least one popular Python framework (like Django, Flask or Pyramid)
 Knowledge of object-relational mapping (ORM)
 Familiarity with front-end technologies (like JavaScript and HTML5)
 Team spirit
 Good problem-solving skills
 BSc in Computer Science, Engineering or relevant field

Job Types: Permanent, Full-time
Pay: ₹15,000.00 - ₹40,000.00 per month
Benefits:

 Leave encashment

Schedule:

 Day shift

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Experience:

 Python: 1 year (Preferred)"
104,Squash Apps Private Limited,https://www.indeed.co.in/rc/clk?jk=5a98150ee30b59d0&from=jasx&tk=1hddkton72do5000&vjs=3,"Coimbatore, Tamil Nadu",Senior Full Stack Developer,"₹3,47,530 - ₹14,97,828 a year","Squash Apps is a leading technology solutions provider known for our innovative software products and commitment to excellence. We are seeking a highly skilled and experienced Senior Full Stack Engineer to join our talented development team. As a Senior Full Stack Engineer at Squash Apps, you will play a key role in designing, developing, and maintaining cutting-edge software solutions that drive our company's success.
Job Description:
As a Senior Full Stack Engineer, you will be responsible for leading the design and development of complex software projects, contributing to the full software development lifecycle, and mentoring junior engineers. You will work closely with cross-functional teams to deliver high-quality software solutions that meet our clients' needs and industry standards.
Key Responsibilities:
Full Stack Development : Design, develop, test, and maintain web and mobile applications, including both front-end and back-end components.Collaborate with product managers, designers, and other stakeholders to translate requirements into technical solutions.
Technical Leadership : 
Provide technical leadership and guidance to the development team.Mentor and coach junior engineers, sharing best practices and fostering professional growth.
Code Quality and Review : 
Ensure code quality, maintainability, and adherence to coding standards.Conduct code reviews and provide constructive feedback to team members.
Architecture and Scalability : 
Contribute to architectural decisions and design scalable and high-performance systems.Optimize applications for performance, scalability, and security.
Problem Solving : 
Troubleshoot and resolve technical issues and challenges as they arise.Collaborate with cross-functional teams to find innovative solutions to complex problems.
Documentation : 
Create and maintain technical documentation, including system architecture, design specifications, and user guides.
Qualifications:

 Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.
 Minimum of 5 years of hands-on experience in full-stack software development.
 Proficiency in front-end and back-end technologies, including but not limited to JavaScript, React, Node.js, Python, Ruby, or similar technologies.
 Strong knowledge of database systems, APIs, and web services.
 Experience with cloud platforms (e.g., AWS, Azure) and containerization (e.g., Docker) is a plus.
 Excellent problem-solving and critical-thinking skills.
 Strong communication and collaboration abilities.
 Ability to work effectively in a fast-paced, agile development environment.

Job Type: Full-time
Salary: ₹347,529.88 - ₹1,497,828.20 per year
Education:

 Bachelor's (Preferred)

Experience:

 total work: 5 years (Preferred)

Ability to Commute:

 Coimbatore, Tamil Nadu 641028 (Preferred)

Work Location: In person
Speak with the employer+91 7402316393"
105,Design Qandy,https://www.indeed.co.in/rc/clk?jk=c07e5a939c94aac8&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu",Junior Full Stack Developer,"Up to ₹6,00,000 a year","Looking for a Fullstack developer who will work with a team of developers in building impressive websites to consume the backend services. A senior engineer who enjoys solving backend problems and is excited and up to date with the current technologies and their trends.
They are someone who are currently living Kerala or Tamil Nadu and are serving notice period or willing to join within 30 days.
Job Responsibilities:
Developing simple, elegant solutions to complex problems
Existing/future innovative projects which include edge computing, mobile/web/client applications, cloud, machine learning, AI, and analytics
Develop across the stack with a focus on frontend utilizing Angular, React, Vue, etc.
Shape system design, development methodologies and implementation technologies.
Collaborate closely with a global team of Product Managers and Product Designers to build features for Web development
Implement elegant user interfaces using modern frontend frameworks like Angular, React, Vue, etc.
Implement robust backend using Ruby, Python, GraphQL, Postgres, Redis, and deploy on AWS
Ship and Iterate rapidly while learning from customers
Collaborate with other senior engineers to build a connected, coherent architecture
Mandatory requirements:
Experience in any JS front end (React / Angular / Vue)
Experience in Node JS
Desired requirements:
Experience in Django
Job Type: Full-time
Salary: Up to ₹600,000.00 per year
Benefits:

 Health insurance
 Life insurance
 Paid time off
 Provident Fund
 Work from home

Schedule:

 Day shift
 Fixed shift
 Monday to Friday

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 React/angular/vue: 3 years (Required)
 total work: 3 years (Required)
 SQL/mysql/mongodb: 3 years (Required)

Speak with the employer+91 7793909765"
106,Quadrasystems.Net,https://www.indeed.co.in/rc/clk?jk=b187e8ea7ca25fa4&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu",Full Stack Developer,"₹15,000 - ₹50,000 a month","Job Description: Full Stack Developer
We are seeking a skilled and passionate Full Stack Developer to join our dynamic development team. As a Full Stack Developer, you will be responsible for designing, developing, and maintaining modern web and mobile applications. You will collaborate with cross-functional teams to deliver high-quality, scalable, and performant solutions that meet business objectives.
Responsibilities:
Develop and maintain modern web and mobile applications, ensuring seamless integration between front-end and back-end components.
Collaborate with product managers, designers, and other stakeholders to understand project requirements and deliver robust technical solutions.
Write clean, efficient, and maintainable code using industry best practices and standards.
Implement user interfaces using modern front-end technologies such as HTML, CSS, JavaScript, and frameworks like React, Vue or Angular.
Design and develop RESTful APIs and back-end services using server-side technologies such as Node.js, Python, .NET, or Java.
Create and optimize database schemas, perform database queries, and ensure data integrity.
Conduct thorough testing and debugging to ensure the quality, reliability, and performance of applications.
Collaborate with DevOps teams to deploy applications, monitor performance, and troubleshoot issues in production environments.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent work experience).
Proven experience as a Full Stack Developer or similar role, with a strong portfolio showcasing web applications you have developed. A minimum experience of 2+ years as a full stack developer is preferable.
Proficiency in front-end technologies such as HTML, CSS, JavaScript, and modern JavaScript frameworks such as React, Angular, and Vue.
Strong experience in server-side development using technologies like Node.js, Python, Ruby, .NET, or Java.
Experience with database systems (SQL and/or NoSQL) and proficiency in writing efficient database queries.
Knowledge of software development principles, design patterns, and best practices.
Familiarity with version control systems (e.g., Git) and agile development methodologies.
Strong problem-solving skills and the ability to work both independently and collaboratively in a fast-paced environment.
Job Types: Permanent, Full-time, Fresher
Salary: ₹15,000.00 - ₹50,000.00 per month
Benefits:

 Health insurance
 Provident Fund

Schedule:

 Day shift
 Morning shift

Supplemental pay types:

 Performance bonus
 Yearly bonus

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 Angular: 1 year (Preferred)
 total work: 1 year (Preferred)
 Java: 1 year (Preferred)

Work Location: In person"
107,Powersoft Techno Solutions Pte Ltd,https://www.indeed.co.in/rc/clk?jk=9ba416146654e2cd&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu",Full Stack Developer (Python & Node.js),"₹15,000 - ₹35,000 a month","Full Stack Developer
We are looking for a skilled developer to join our full stack development team. In this role, you will be responsible for developing and implementing user interface components using React.js concepts and workflows such as Redux, Flux, and Webpack. React.js, Node.js, Express.js, Python, Fast API, MongoDB You will also be responsible for profiling and improving front-end & Backend performance and documenting our front-end & Backend codebase.
We are looking for highly skilled full stack developers who has a proven work record in building high-performant applications using MERN stack. As a Full Stack Developer, you will be using MERN stack (MongoDB, Express, React.js, Node.js) to build and maintain applications.
Roles and Responsibilities:

 Building interactive web applications integrating multiple systems and RESTfully abstracting to the UI through a Node.js backend.
 Design and develop the RESTful APIs using Node JS according the requirements of the system.
 Ensure the system can handle high-volume with low-latency, high-availability and great performance.
 Work in a cross-functional team to deliver a complete user experience.
 Work with project manager or product owner to meet specification needs.
 Write well designed, testable and efficient code.
 Document all programming tasks and procedures.
 Perform routine software maintenance.

Qualifications Required

 Ability to translate wireframes and PSD designs into functional web apps using HTML5, React, Node.js, and Mongo.
 Experience in creating RESTful services with Node.js.
 Good working knowledge in advanced concepts and working of MongoDB
 Good working knowledge in advanced concepts and working of JavaScript, Angular and React
 Working knowledge of Node.js and Express.
 Working knowledge of front-end optimization and performance techniques.
 Good understanding of overall web design, including basic usability, accessibility, industry standards, architecture, and navigation.
 Outstanding analytical, problem-solving, and organizational skills.

Responsibilities:

 Meeting with the development team to discuss user interface ideas and applications.
 Reviewing application requirements and interface designs.
 Identifying web-based user interactions.
 Developing and implementing highly responsive user interface components using react concepts.
 Writing application interface codes using JavaScript following react.js, Python, Node.js workflows.
 Troubleshooting interface software and debugging application codes.
 Developing and implementing front-end architecture to support user interface concepts.
 Monitoring and improving front-end performance.
 Documenting application changes and developing updates.

* Bachelor’s degree in computer science, information technology, or a similar field.

 Previous experience working as a Full Stack developer.
 In-depth knowledge of JavaScript, CSS, HTML, and front-end & Back-end languages.
 Should have worked in Node.js, Fast API, Electron.js, Python
 Knowledge of REACT tools including React.js, Webpack, Enzyme, Redux, and Flux.
 Experience with user interface design.
 Knowledge of performance testing frameworks including Mocha and Jest.
 Experience with browser-based debugging and performance testing software.
 Excellent troubleshooting skills.
 Good project management skills.
 Adaptive to learn new technologies like React Native

Experience : 1 - 3 Years
Location : Coimbatore, Tamil Nadu
Immediate Joiners or 30 days notice period are preferable
Job Type: Full-time
Salary: ₹15,000.00 - ₹35,000.00 per month
Benefits:

 Provident Fund

Schedule:

 Day shift

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

 How many days are left to be served ? (Kindly Mention this to get Shortlisted)
 Is your notice period is less than 30 Days ? (Kindly Mention this to get Shortlisted)
 Your current Take home salary per month ? (Kindly Mention this to get Shortlisted)
 Your expected Take home salary per month ? (Kindly Mention this to get Shortlisted)

Experience:

 Full-stack development: 1 year (Preferred)
 Front-end development: 1 year (Preferred)
 Back-end development: 1 year (Preferred)
 APIs: 1 year (Preferred)
 Python: 1 year (Preferred)"
108,Future Forward Technologies,https://www.indeed.co.in/rc/clk?jk=0f66c5b13c0d7d1c&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu",Senior Data Engineer,"₹90,000 - ₹1,00,000 a month","Tech: Data Engineer Developer
Type: Remote
Shift: IST Shift (Evening 3pm to 12am)
Exp: 6+ Years
Duration: 6 Month
Budget: 90K to 100K PM
Job Summary:
Responsibilities

 Analyze and organize raw data
 Build data systems and pipelines
 Evaluate business needs and objectives
 Interpret trends and patterns
 Conduct complex data analysis and report on results
 Prepare data for prescriptive and predictive modeling
 Build algorithms and prototypes
 Combine raw information from different sources
 Explore ways to enhance data quality and reliability
 Identify opportunities for data acquisition
 Develop analytical tools and programs
 Collaborate with data scientists and architects on several projects

Requirements and skills

 Previous experience as a data engineer or in a similar role
 Technical expertise with data models, data mining, and segmentation techniques
 Knowledge of programming languages (e.g. Java and Python)
 Hands-on experience with SQL database design
 Great numerical and analytical skills
 Degree in Computer Science, IT, or similar field; a Master’s is a plus
 Data engineering certification (e.g IBM Certified Data Engineer) is a plus

Job Types: Full-time, TemporaryContract length: 3 months
Salary: ₹90,000.00 - ₹100,000.00 per month
Schedule:

 Day shift
 Evening shift
 Monday to Friday

Supplemental pay types:

 Performance bonus

Education:

 Bachelor's (Preferred)

Experience:

 AWS: 6 years (Preferred)
 Python: 6 years (Preferred)"
109,PSTS INFO COM PRIVATE LIMITED,https://www.indeed.co.in/rc/clk?jk=3142dc2df7b7eefb&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu",Full Stack Developer,"₹15,000 - ₹40,000 a month","Full Stack Developer
We are looking for a skilled developer to join our full stack development team. In this role, you will be responsible for developing and implementing user interface components using React.js concepts and workflows such as Redux, Flux, and Webpack. React.js, Node.js, Express.js, Python, Fast API, MongoDB You will also be responsible for profiling and improving front-end & Backend performance and documenting our front-end & Backend codebase.
We are looking for highly skilled full stack developers who has a proven work record in building high-performant applications using MERN stack. As a Full Stack Developer, you will be using MERN stack (MongoDB, Express, React.js, Node.js) to build and maintain applications.
Roles and Responsibilities:

 Building interactive web applications integrating multiple systems and RESTfully abstracting to the UI through a Node.js backend.
 Design and develop the RESTful APIs using Node JS according the requirements of the system.
 Ensure the system can handle high-volume with low-latency, high-availability and great performance.
 Work in a cross-functional team to deliver a complete user experience.
 Work with project manager or product owner to meet specification needs.
 Write well designed, testable and efficient code.
 Document all programming tasks and procedures.
 Perform routine software maintenance.

Qualifications Required

 Ability to translate wireframes and PSD designs into functional web apps using HTML5, React, Node.js, and Mongo.
 Experience in creating RESTful services with Node.js.
 Good working knowledge in advanced concepts and working of MongoDB
 Good working knowledge in advanced concepts and working of JavaScript, Angular and React
 Working knowledge of Node.js and Express.
 Working knowledge of front-end optimization and performance techniques.
 Good understanding of overall web design, including basic usability, accessibility, industry standards, architecture, and navigation.
 Outstanding analytical, problem-solving, and organizational skills.

Responsibilities:

 Meeting with the development team to discuss user interface ideas and applications.
 Reviewing application requirements and interface designs.
 Identifying web-based user interactions.
 Developing and implementing highly responsive user interface components using react concepts.
 Writing application interface codes using JavaScript following react.js, Python, Node.js workflows.
 Troubleshooting interface software and debugging application codes.
 Developing and implementing front-end architecture to support user interface concepts.
 Monitoring and improving front-end performance.
 Documenting application changes and developing updates.

* Bachelor’s degree in computer science, information technology, or a similar field.

 Previous experience working as a Full Stack developer.
 In-depth knowledge of JavaScript, CSS, HTML, and front-end & Back-end languages.
 Should have worked in Node.js, Fast API, Electron.js, Python
 Knowledge of REACT tools including React.js, Webpack, Enzyme, Redux, and Flux.
 Experience with user interface design.
 Knowledge of performance testing frameworks including Mocha and Jest.
 Experience with browser-based debugging and performance testing software.
 Excellent troubleshooting skills.
 Good project management skills.
 Adaptive to learn new technologies like React Native

Experience : 1 - 3 Years
Location : Coimbatore, Tamil Nadu
Immediate Joiners or 30 days notice period are preferable
Job Types: Permanent, Full-time
Salary: ₹15,000.00 - ₹40,000.00 per month
Benefits:

 Provident Fund

Schedule:

 Day shift

Supplemental pay types:

 Yearly bonus

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Preferred)

Application Question(s):

 How many days are left to be served ? (Kindly Mention this to get Shortlisted)
 Is your notice period is less than 30 Days ? (Kindly Mention this to get Shortlisted)
 Is your notice period is less than 60 Days ? (Kindly Mention this to get Shortlisted)
 Your current Take home salary per month ? (Kindly Mention this to get Shortlisted)
 Your expected Take home salary per month ? (Kindly Mention this to get Shortlisted)

Education:

 Bachelor's (Preferred)

Experience:

 Front-end development: 1 year (Preferred)
 Back-end development: 1 year (Preferred)
 APIs: 1 year (Preferred)
 Full-stack development: 1 year (Preferred)"
